SA4_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
111,8808,125418,2342,150026,4,93,29,1546,13,1685,4245,193,340,744,69,5591,622,150,61,202,5,1040,1668,712,444,1559,37,4420,14807,11548,8299,117253,2125,154032,1557,56,532,70,22,2237,489,143,134,984,9,1759,2763,1234,849,10275,164,15285,1224,360,135,1120,24,2863,388,106,48,181,10,733,2430,112,89,117,19,2767,3223,2658,1758,36246,509,44394,2602,1019,345,4218,76,8260,662,8,50,29,9,758,191,74,44,264,0,573,1746,255,125,591,22,2739,390,155,95,495,9,1144,568,252,170,190,11,1191,936,643,468,349,30,2426,1614,356,272,1181,27,3450,437,99,74,302,4,916,517,181,61,51,7,817,4442,3382,2349,31778,480,42431,402,47,36,82,0,567,608,148,112,73,9,950,571,96,60,345,8,1080,340,22,38,39,8,447,668,25,53,13,7,766,807,465,258,2297,38,3865,11381,2404,1833,4226,183,20027,515,147,118,2643,15780,19203,52611,22827,16272,246733,20662,359105,1954,14040,10565,130560
112,5908,78987,1840,96114,8,64,32,1458,34,1596,910,128,108,496,20,1662,208,58,25,97,4,392,1583,495,313,803,38,3232,15558,7651,5444,70478,1806,100937,840,40,299,66,21,1266,749,155,107,682,17,1710,2407,800,541,6963,161,10872,341,185,54,528,15,1123,297,88,30,91,10,516,918,98,92,167,12,1287,3259,2028,1351,26977,518,34133,1860,807,293,3713,93,6766,127,3,12,11,0,153,89,69,14,208,6,386,39,11,3,12,0,65,303,107,62,272,9,753,614,154,111,167,13,1059,1113,459,364,197,33,2166,591,133,83,301,9,1117,275,82,45,115,5,522,98,37,20,11,0,166,3846,2036,1481,19472,413,27248,69,17,6,21,0,113,452,109,66,63,6,696,453,48,43,249,15,808,80,29,16,24,5,154,149,23,25,13,7,217,616,179,110,721,23,1649,6258,1748,1262,3025,181,12474,383,162,118,2071,17696,20430,35553,15467,10799,156020,21757,239596,1357,9458,7119,77068
113,2218,57820,1263,65190,13,12,10,873,36,944,1086,38,74,313,21,1532,70,13,14,53,0,150,547,186,136,529,23,1421,3929,2949,2059,47683,1072,57692,887,10,88,41,9,1035,157,36,28,380,11,612,756,338,236,6000,96,7426,158,55,16,244,3,476,78,19,4,43,0,144,1996,37,20,40,9,2102,752,676,528,17124,271,19351,3404,1011,336,4499,129,9379,127,3,13,10,0,153,76,24,15,112,3,230,25,3,0,15,0,43,90,24,35,152,0,301,270,66,26,45,17,424,305,148,124,109,7,693,200,48,38,164,9,459,69,8,10,33,0,120,301,34,14,14,21,384,1067,724,601,12364,234,14990,37,8,7,18,0,70,299,35,34,19,5,392,216,26,18,130,0,390,149,3,7,9,0,168,123,6,13,4,5,151,110,65,29,345,7,556,5106,611,373,1078,126,7294,296,75,43,1721,11509,13644,19999,6426,4242,111105,14163,155935,882,3576,2508,55788
114,3942,49899,1097,61271,5,41,12,787,26,871,838,55,90,284,23,1290,336,64,46,85,14,545,1045,319,196,538,34,2132,10836,5503,3981,42613,1191,64124,462,39,127,29,12,669,293,79,47,357,13,789,1545,453,310,3351,83,5742,508,108,59,382,14,1071,306,60,34,79,8,487,548,43,9,38,7,645,1964,1152,791,14081,306,18294,1211,441,171,1645,54,3522,79,9,8,12,0,108,122,52,18,110,7,309,106,10,12,22,11,161,509,122,68,345,17,1061,200,76,58,67,4,405,457,252,152,113,10,984,555,108,64,197,11,935,222,46,34,92,11,405,73,19,6,3,0,101,2624,1458,1021,11053,248,16404,122,13,3,25,3,166,256,45,41,49,3,394,307,28,27,137,4,503,61,7,14,15,0,97,139,15,19,6,6,185,494,124,91,462,11,1182,3810,887,633,1566,93,6989,228,79,53,1061,9652,11073,25127,10168,7090,92771,12207,147363,930,6289,4733,50832
115,5536,46560,586,62429,4,21,15,196,4,240,23703,355,627,603,129,25417,1172,195,135,438,10,1950,1692,462,257,733,15,3159,14861,6385,4758,39784,653,66441,3562,119,297,68,28,4074,597,99,65,421,10,1192,2270,562,493,3198,74,6597,1379,299,161,919,15,2773,549,81,59,139,6,834,11809,212,195,102,62,12380,3501,1633,1121,14144,177,20576,4638,1422,613,3995,88,10756,4112,21,61,12,20,4226,2413,524,319,1036,39,4331,126,30,21,57,0,234,2297,629,347,1889,46,5208,360,61,35,28,8,492,933,436,314,145,8,1836,1199,173,149,353,11,1885,767,68,65,162,5,1067,122,28,6,0,0,156,3236,1517,1077,10822,155,16807,423,60,53,102,7,645,1915,177,85,50,6,2233,1173,107,68,145,7,1500,2896,79,56,16,10,3057,829,37,50,29,0,945,561,138,77,526,8,1310,20916,1842,1487,2131,158,26534,676,100,73,629,7674,9152,101404,15069,10950,90814,9501,227738,3455,8245,6195,46865
116,6189,54081,1235,77000,24,142,46,1159,26,1397,13033,222,426,400,94,14175,1921,231,136,449,25,2762,1336,392,249,670,26,2673,15762,6718,4560,41826,1205,70071,27978,492,1131,173,235,30009,754,89,58,333,16,1250,2773,662,423,3267,105,7230,1902,409,234,945,41,3531,862,136,53,194,12,1257,37939,291,207,133,224,38794,3056,1567,1097,13277,224,19221,3764,1179,513,3119,92,8667,1983,7,31,16,8,2045,3403,775,342,714,41,5275,320,54,21,54,4,453,4594,926,495,2402,79,8496,2774,327,248,141,77,3567,1405,444,287,212,36,2384,1829,209,165,431,20,2654,758,59,56,168,17,1058,4883,422,214,79,138,5736,3212,1384,1079,9167,176,15018,990,78,51,76,14,1209,1126,133,115,57,11,1442,3081,129,74,135,31,3450,3908,68,53,41,15,4085,1288,41,82,16,7,1434,314,106,68,397,11,896,63201,3205,2177,2583,599,71765,2797,154,162,1070,15854,20037,191382,18063,12470,97944,19781,339640,9447,9453,6674,49682
117,6710,36030,692,54544,29,83,33,858,27,1030,43719,600,820,777,377,46293,1147,185,113,299,13,1757,1586,477,324,674,22,3083,23634,7689,5641,36670,840,74474,4023,84,446,54,45,4652,2844,272,161,545,42,3864,3930,896,598,3874,107,9405,6424,939,487,1989,124,9963,890,185,95,206,12,1388,5949,152,140,91,32,6364,8715,2780,1898,19934,332,33659,6468,1381,594,2988,98,11529,4234,48,85,53,25,4445,2124,298,225,521,26,3194,794,76,34,70,11,985,933,279,169,499,20,1900,1085,152,91,67,24,1419,1969,431,291,125,24,2840,1856,264,203,475,25,2823,2328,127,138,224,23,2840,330,54,20,9,9,422,5896,2037,1580,12139,229,21881,1017,79,49,81,17,1243,951,133,92,48,7,1231,3091,136,96,184,30,3537,764,53,39,38,6,900,5527,56,148,54,57,5842,875,224,123,741,8,1971,47673,2888,2506,2928,465,56460,1383,103,81,636,32454,34657,165919,18330,13755,82136,35406,315546,3454,10315,8382,37624
118,7596,36171,622,56412,17,43,15,431,26,532,22793,559,720,746,170,24988,873,136,94,257,11,1371,1448,386,247,559,12,2652,25419,7831,5679,33764,777,73470,2100,42,294,31,24,2491,3241,292,231,488,33,4285,4664,873,643,3296,69,9545,5570,1124,530,2958,103,10285,2332,318,211,430,19,3310,3103,168,173,99,24,3567,10273,2644,2024,19030,329,34300,6352,1330,603,2983,88,11356,1099,10,61,28,7,1205,1199,278,218,685,18,2398,220,37,25,47,3,332,881,183,132,401,16,1613,779,107,52,66,10,1014,1884,464,355,120,26,2849,3315,454,359,692,21,4841,3900,275,223,315,38,4751,192,16,10,8,5,231,5709,2013,1389,10963,179,20253,654,43,57,63,16,833,4617,392,321,59,20,5409,2487,112,135,186,29,2949,529,59,40,25,7,660,1196,19,75,16,12,1318,915,148,106,578,11,1758,32699,3351,2744,2907,328,42029,1018,108,110,605,23124,24965,126867,19542,14777,80343,25518,267047,3086,10414,8566,34937
119,7746,49615,1423,81438,37,107,43,642,15,844,87424,760,1325,923,770,91202,3121,350,200,759,46,4476,931,259,162,419,9,1780,20430,7623,5120,42063,1374,76610,9221,201,783,88,130,10423,1244,153,89,479,38,2003,3000,644,400,3312,121,7477,27513,3558,1961,9920,500,43452,1020,139,75,177,20,1431,13779,239,184,105,97,14404,4152,2195,1438,18152,318,26255,12844,2618,1251,6229,304,23246,5135,28,112,24,30,5329,43551,7467,3223,6166,653,61060,10587,1005,585,1581,109,13867,2147,451,280,898,44,3820,2766,288,192,94,56,3396,1636,449,297,181,35,2598,1890,221,141,337,17,2606,1673,83,105,142,19,2022,2199,207,75,44,51,2576,3666,1774,1222,10868,227,17757,1896,152,106,152,16,2322,763,114,104,45,15,1041,3646,182,174,260,43,4305,822,48,33,39,6,948,24234,189,414,172,244,25253,420,182,82,497,14,1195,101558,5650,3952,4541,1068,116769,4603,449,265,1149,28126,34592,370222,32381,20598,113498,34719,571418,16542,12518,8712,45043
120,6058,33950,532,51677,17,55,15,357,12,456,44612,687,1086,898,320,47603,1579,181,130,424,15,2329,984,358,217,476,16,2051,16745,6898,4803,31776,680,60902,3880,109,332,84,41,4446,1137,157,110,455,15,1874,2273,665,480,3050,63,6531,6330,901,450,2475,86,10242,719,165,74,184,8,1150,12622,232,217,103,69,13243,5851,2603,1649,17752,277,28132,16706,2960,1482,6741,272,28161,9581,50,137,49,49,9866,4936,949,550,1410,62,7907,399,75,32,93,3,602,970,281,172,535,12,1970,542,87,70,31,9,739,1450,390,339,119,23,2321,1536,225,193,393,15,2362,1155,112,106,218,12,1603,263,48,34,8,4,357,4201,1804,1284,10296,163,17748,801,90,84,110,7,1092,641,139,80,36,10,906,2030,145,124,247,16,2562,1735,72,65,27,6,1905,3904,86,174,76,28,4268,613,157,125,590,3,1488,32126,2694,2184,2732,319,40055,1123,72,84,486,17356,19121,163434,18925,13394,77648,19898,293299,3609,9358,7048,33824
121,12703,65369,791,98013,10,18,8,187,0,223,55777,1119,2067,1444,386,60793,1387,242,122,427,11,2189,2958,813,427,966,34,5198,38162,13981,10169,63802,1191,127305,4551,98,390,73,27,5139,2206,354,233,964,25,3782,5399,1299,960,5448,108,13214,2058,560,287,1319,25,4249,1425,244,146,273,11,2099,12932,296,276,152,61,13717,9147,3947,2962,29175,374,45605,5759,1616,814,3904,100,12193,8894,47,273,78,32,9324,1523,335,189,678,25,2750,363,48,29,57,0,497,543,224,123,399,9,1298,476,82,47,26,6,637,2873,798,666,249,14,4600,2541,331,259,482,23,3636,2380,173,188,278,17,3036,138,24,20,6,6,194,8722,3399,2623,21457,278,36479,645,57,46,92,9,849,4397,363,274,67,17,5118,2119,141,129,192,16,2597,1913,122,81,49,17,2182,1835,48,145,40,17,2085,1468,301,202,1056,19,3046,41283,3533,3797,3728,331,52672,1077,129,104,752,18591,20653,193758,29133,23385,137412,21667,405355,4505,16436,14059,63502
122,9872,53531,861,78900,8,13,14,144,0,179,6652,311,515,533,50,8061,1245,199,113,439,23,2019,2688,712,418,910,52,4780,33339,11244,8459,49351,1057,103450,1834,69,258,22,21,2204,2033,285,239,673,21,3251,4478,899,627,3881,105,9990,1210,366,172,814,15,2577,684,140,63,124,13,1024,2139,122,102,57,25,2445,7310,2761,2099,20268,307,32745,6358,1395,704,3720,112,12289,963,10,47,19,3,1042,429,129,90,228,6,882,176,25,14,36,0,251,376,153,105,285,15,934,741,126,93,38,12,1010,2100,717,557,250,19,3643,1232,188,166,300,5,1891,847,92,98,170,7,1214,223,50,28,12,0,313,7272,2541,2052,14453,261,26579,1183,125,86,124,14,1532,2037,255,184,59,16,2551,1391,68,89,148,14,1710,198,49,33,19,0,299,554,14,57,19,5,649,1360,222,174,740,15,2511,20126,2641,2651,2790,216,28424,606,120,83,785,12241,13835,90914,22235,17263,107707,14754,252873,2766,13582,11249,53855
123,6596,67750,1410,88966,16,112,48,1170,31,1377,5346,165,279,404,55,6249,1289,209,142,464,11,2115,1187,467,226,727,19,2626,15218,7972,5641,52261,1240,82332,5620,185,512,75,41,6433,713,108,61,437,24,1343,2522,756,523,4257,97,8155,1357,378,214,891,43,2883,561,125,61,168,3,918,9195,186,93,89,75,9638,3542,1857,1201,16823,295,23718,3536,1341,585,4048,121,9631,278,8,37,12,0,335,2819,689,297,625,64,4494,534,89,55,117,9,804,1594,519,324,1616,53,4106,1551,237,161,133,42,2124,1160,455,340,273,14,2242,1396,194,174,442,15,2221,611,78,55,160,8,912,4171,350,172,84,116,4893,3760,1874,1313,12046,237,19230,724,124,64,158,4,1074,1051,145,128,72,10,1406,1922,155,102,204,22,2405,646,19,35,13,7,720,1510,69,78,24,21,1702,535,167,112,458,9,1281,31619,2813,1765,2707,403,39307,1377,162,134,1232,12419,15324,93265,18731,12665,121469,15934,262064,5432,10698,7338,68324
124,8888,88315,1617,114656,16,134,78,1294,16,1538,3830,197,280,581,47,4935,1574,270,159,520,20,2543,2312,784,527,1563,44,5230,20810,11565,8198,71904,1552,114029,5239,210,458,104,56,6067,763,157,83,634,19,1656,3243,1128,776,6201,123,11471,1640,407,210,1074,33,3364,927,156,90,262,9,1444,5852,194,154,133,37,6370,5077,2991,1924,25370,431,35793,3604,1382,599,4441,96,10122,519,12,26,8,3,568,1628,411,196,503,27,2765,405,60,38,109,0,612,4097,1191,672,3634,68,9662,1512,305,172,125,34,2148,1363,632,465,324,17,2801,1664,315,218,741,15,2953,613,112,85,252,11,1073,1600,199,58,55,28,1940,5294,2694,1964,17188,304,27444,518,114,59,112,7,810,774,144,128,80,3,1129,1358,116,75,268,17,1834,867,47,47,34,8,1003,672,39,55,21,6,793,762,255,167,862,21,2067,20182,2981,1966,3353,278,28760,932,180,119,1573,15623,18427,83933,24831,16733,162034,19392,306923,3758,14253,9890,88668
125,5808,37900,1101,62605,8,54,27,356,14,459,63735,440,934,647,487,66243,2510,228,124,502,33,3397,963,277,134,359,17,1750,17039,5720,3842,31682,922,59205,9262,184,569,88,110,10213,802,95,63,335,13,1308,2135,471,317,2529,90,5542,3136,480,246,1166,63,5091,602,107,43,123,3,878,43117,242,210,120,223,43912,3134,1569,1078,12958,226,18965,5882,1442,686,3172,127,11309,14394,50,143,33,74,14694,29101,5940,2451,4602,488,42582,406,47,21,75,8,557,2962,471,257,1020,57,4767,1727,212,115,56,45,2155,1264,336,238,141,27,2006,1761,183,115,307,21,2387,1475,92,74,193,28,1862,1555,141,60,28,37,1821,2779,1285,912,8086,136,13198,1059,89,29,89,12,1278,676,96,57,24,9,862,2395,133,83,110,29,2750,4829,49,66,24,24,4992,10387,81,177,89,114,10848,319,114,78,399,14,924,92250,3754,2655,2876,971,102506,4013,267,191,723,25790,30984,304489,21620,13868,77930,30488,448395,12061,8906,6181,33466
126,4027,23903,402,34902,5,5,4,90,0,104,41468,532,905,600,323,43828,719,94,63,183,10,1069,721,249,128,270,11,1379,8744,4224,2898,21963,426,38255,2862,53,205,51,24,3195,509,92,60,249,8,918,1334,335,273,1899,43,3884,1527,271,159,903,27,2887,396,84,33,117,7,637,8646,124,130,67,33,9000,2238,1245,862,10282,135,14762,4764,1176,545,2984,105,9574,8899,65,101,38,38,9141,1713,324,239,624,18,2918,237,20,14,59,0,330,379,98,80,271,9,837,228,42,35,17,0,322,672,247,179,99,7,1204,794,125,76,191,9,1195,717,41,86,105,23,972,79,8,0,0,0,87,2019,1206,758,6912,96,10991,434,35,18,45,0,532,573,107,67,23,3,773,891,33,43,68,10,1045,1603,51,27,22,3,1706,1407,39,55,20,10,1531,311,96,69,382,9,867,19090,1412,1321,1503,219,23545,650,48,49,308,6866,7921,104977,10341,7929,50357,8514,182118,2317,5169,4319,22458
127,4735,34458,996,55633,12,57,31,623,19,742,34400,410,631,544,459,36444,5041,469,270,935,71,6786,680,177,104,296,18,1275,13971,4240,3106,25250,972,47539,8007,167,502,114,101,8891,910,85,61,232,16,1304,2525,410,301,2019,51,5306,3657,710,402,1631,51,6451,739,75,47,120,14,995,15284,178,184,75,109,15830,1843,975,646,8219,142,11825,15074,3135,1453,7504,305,27471,391,13,17,9,0,430,11180,2392,965,1742,187,16466,3345,365,257,522,31,4520,3726,777,414,1947,59,6923,1699,213,155,70,36,2173,950,233,186,116,24,1509,2169,217,142,350,39,2917,1294,99,66,129,88,1676,4711,322,154,87,99,5373,2181,900,676,5455,142,9354,8203,503,306,505,158,9675,442,56,49,39,5,591,5041,236,217,254,64,5812,701,28,26,12,4,771,45446,463,733,405,703,47750,224,77,40,225,8,574,106790,4074,3008,2746,1111,117729,4309,233,166,779,20707,26194,278629,18906,12796,69700,25925,405956,15174,8238,5574,34911
128,6595,61838,967,79689,7,27,12,304,8,358,6387,192,394,532,67,7572,1001,163,95,395,13,1667,1264,410,227,823,22,2746,13692,8278,5731,55031,950,83682,1314,59,292,41,17,1723,632,154,94,630,17,1527,2054,676,457,4161,66,7414,3819,819,458,2444,51,7591,414,94,42,165,7,722,1816,101,82,84,25,2108,3583,2213,1423,21334,278,28831,3773,1215,585,3964,82,9619,284,4,45,15,0,348,1409,300,163,551,23,2446,1203,205,65,306,12,1791,1005,367,169,782,20,2343,808,223,103,82,17,1233,974,474,340,182,27,1997,952,147,130,337,8,1574,1035,85,66,178,14,1378,185,55,10,6,5,261,3273,1842,1322,14176,210,20823,410,53,20,74,3,560,700,147,127,69,6,1049,941,78,98,183,13,1313,177,28,23,31,0,259,506,10,67,15,0,598,590,218,137,727,12,1684,11304,2026,1800,2679,161,17970,388,91,72,1027,7856,9434,55687,17414,12317,122210,10248,217876,1789,9842,7511,62249
197,7,91,0,125,0,0,0,0,0,0,36,0,0,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,39,6,8,72,3,128,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,33,0,42,8,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,12,0,6,20,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,22,0,0,0,0,22,13,0,0,5,36,54,163,19,15,174,45,416,0,0,0,0
199,201,2589,86,3247,0,3,5,92,5,105,434,8,8,18,4,472,29,0,0,0,0,29,77,18,14,34,0,143,807,254,190,1950,72,3273,77,0,20,7,0,104,64,10,3,26,4,107,148,27,19,200,8,402,47,8,0,21,3,79,21,3,0,8,0,32,140,0,0,3,0,143,207,64,39,712,14,1036,119,27,16,95,5,262,47,0,0,0,0,47,77,9,5,13,0,104,8,0,0,0,0,8,20,8,0,11,0,39,52,12,6,4,3,77,60,19,12,3,10,104,40,7,7,17,0,71,19,0,4,8,3,34,50,7,0,3,0,60,191,58,46,536,13,844,11,0,0,0,0,11,35,4,7,3,0,49,58,0,0,8,0,66,9,0,0,0,0,9,78,3,5,0,0,86,35,8,4,21,0,68,867,68,52,101,27,1115,49,5,8,67,3195,3324,3257,554,395,4678,3397,12281,84,252,196,2300
201,2962,54002,1199,62895,6,13,7,222,6,254,1326,55,69,511,24,1985,389,65,29,154,9,646,1519,635,404,1294,43,3895,6765,4053,3003,50346,1219,65386,587,20,102,18,12,739,196,50,40,413,8,707,1116,487,324,4743,85,6755,347,93,38,313,8,799,230,44,30,84,6,394,1139,59,29,42,9,1278,1475,1095,712,20145,341,23768,812,440,179,2636,56,4123,53,0,6,4,0,63,38,28,6,67,0,139,77,22,7,34,4,144,469,152,67,377,15,1080,133,40,22,43,0,238,316,177,140,86,4,723,391,100,65,280,14,850,162,18,11,65,10,266,24,4,5,0,0,33,1796,1165,791,15101,242,19095,109,27,8,31,4,179,157,32,10,17,0,216,171,39,30,130,0,370,149,25,21,25,0,220,128,12,12,6,5,163,246,84,61,599,15,1005,3511,687,559,1557,81,6395,220,81,46,1631,9614,11592,20115,8143,5753,111242,12235,157488,771,5191,3738,58002
202,2693,54661,1148,63063,0,9,0,256,5,270,885,58,74,664,26,1707,137,40,21,85,0,283,893,382,221,736,19,2251,5766,3969,2658,50599,1168,64160,540,14,107,17,18,696,162,45,27,403,10,647,960,440,236,5069,105,6810,282,90,52,276,14,714,166,58,18,69,0,311,902,41,31,46,11,1031,1252,1029,596,18455,330,21662,786,392,162,2773,91,4204,61,0,5,7,0,73,56,14,6,47,0,123,38,5,9,19,0,71,290,107,33,214,15,659,172,53,21,42,3,291,292,186,137,113,9,737,281,67,47,213,11,619,112,13,18,69,0,212,43,16,8,5,0,72,1530,1053,727,14057,261,17628,57,10,14,25,0,106,165,45,22,32,5,269,118,26,15,128,12,299,206,29,14,23,3,275,116,14,17,5,0,152,217,95,50,500,10,872,3635,614,458,1531,72,6310,194,72,61,1582,10763,12672,17059,7671,4994,110088,13278,153090,673,4878,3275,57321
